Year,GEO.id2,HC03_VC03,HC03_VC04,HC03_VC05,HC03_VC06,HC03_VC07,HC03_VC08,HC03_VC09,HC03_VC10,HC03_VC11,HC03_VC12,HC03_VC13,HC03_VC14,HC03_VC17,HC03_VC18,HC03_VC26,HC03_VC27,HC03_VC28,HC03_VC29,HC03_VC30,HC03_VC31,HC03_VC32,HC03_VC36,HC03_VC37,HC03_VC38,HC03_VC39,HC03_VC40,HC03_VC41,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC46,HC03_VC47,HC03_VC48,HC03_VC52,HC03_VC53,HC03_VC62,HC03_VC63,HC03_VC65,HC03_VC66,HC03_VC67,HC03_VC68,HC03_VC70,HC03_VC71,HC03_VC72,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC85,HC03_VC86,HC03_VC87,HC03_VC88,HC03_VC89,HC03_VC90,HC03_VC91,HC03_VC92,HC03_VC95,HC03_VC96,HC03_VC100,HC03_VC101,HC03_VC105,HC03_VC106,HC03_VC108,HC03_VC109,HC03_VC111,HC03_VC112,HC03_VC114,HC03_VC115,HC03_VC119,HC03_VC120,HC03_VC121,HC03_VC122,HC03_VC123,HC03_VC124,HC03_VC125,HC03_VC126,HC03_VC130,HC03_VC131,HC03_VC132,HC03_VC133,HC03_VC134,HC03_VC135,HC03_VC136,HC03_VC140,HC03_VC141,HC03_VC142,HC03_VC146,HC03_VC149,HC03_VC150,HC03_VC151,HC03_VC154,HC03_VC155,HC03_VC156,HC03_VC160,HC03_VC161,HC03_VC162,HC03_VC163,HC03_VC164,HC03_VC165,HC03_VC166,HC03_VC170,HC03_VC171,HC03_VC172,HC03_VC173,HC03_VC174,HC03_VC175,HC03_VC176,HC03_VC177,HC03_VC178,HC03_VC179,HC03_VC180,HC03_VC181,HC03_VC185,HC03_VC186,HC03_VC187,HC03_VC188,HC03_VC189,HC03_VC190,HC03_VC191,HC03_VC192,HC03_VC193,HC03_VC194,HC03_VC195,HC03_VC196,HC03_VC197,HC03_VC198,HC03_VC199,HC03_VC200,HC03_VC201,HC03_VC202,HC03_VC203,HC03_VC204,HC03_VC205,HC03_VC206,HC03_VC207,HC03_VC208,HC03_VC209,HC03_VC210,HC03_VC211,HC03_VC212
2010,51720,1764,54.1,20.6,25.2,32.5,12.9,4.3,0.5,17.3,11.8,45.9,35.9,27.2,27.1,46.2,14.6,25.9,6.6,6.7,2.6,2.3,33,42.4,8.9,5.1,10.6,9.1,32.1,31.9,1.7,18.4,15.9,17.5,100,27.1,66.7,45.5,0,44.7,0,0,82.9,17.1,35.4,4.9,2.7,40,27.6,24.8,28.2,11.9,10.5,23.7,23.9,9.4,13,7.6,6.6,81.4,20.5,3185,8.3,3949,952,813,2508,2691,467,445,49.7,17,6.9,10.2,8.3,1.9,0,3.3,0,99.6,74.4,25.2,0,0.4,0,2.5,0,9.9,90.1,0,0,15,0,101,0,15,0,0,0,0,0,90.1,3718,0.1,0.9,0.1,0.4,0,0,0,0,0,0,0,0,0,0,2.9,6,1.3,0,6.4,0,3.6,14.9,2.4,0,0,0.6,0,0,3.1,1.5,0,0,0,0,0,0.6,0.7,0,0,0
2010,51730,12305,57.4,20.8,20.7,28.9,7.7,5.3,1.1,23.2,11.8,42.6,34.9,25.2,28.7,38.8,11.2,28.1,15.1,6.9,2.4,2.3,49.6,34.2,3.3,4.1,8.7,8.2,46.1,26.9,2.8,12.6,11.6,10,74.1,90.3,33.7,35.3,9.3,2.5,8.4,8.9,74.7,55.3,52.6,5.2,6.3,43.7,25.6,19.3,23.5,9.4,18.7,33.5,18.8,4.4,10.7,4.5,4.9,73.7,14.9,25208,10.7,31342,6778,6700,19972,20062,4454,4580,41.8,10.5,5.6,4.9,3.5,1.5,0,1.7,0.5,96,78.9,17.1,0.6,3.4,1.4,3.7,54.9,35.3,64.7,198,441,1085,50.5,1201,1.2,1085,1.1,61.4,0.7,1.2,0,63.2,30246,1,3.4,0.5,0.6,0.1,0.4,0.2,0.2,0.1,0.3,0,0,0.3,0,0.2,5.6,0.8,0.1,2.1,0,0.1,1.9,0.9,0,0.1,0.2,0.1,0.1,0.5,0.7,0,1.3,0.1,0,0,0.1,0.7,0.1,0.2,0.5
2010,51735,4524,81.8,29,37.2,67.5,27.1,4.9,2.6,9.4,7.5,18.2,15,40.9,27.6,37.4,25.2,31.2,3.4,2.7,1.5,1.3,24.5,65.3,2.2,3,5,7.9,15.7,65.7,2,8.1,8.4,10.5,25.6,34.5,24.4,5.3,7.1,8.8,8.5,0,53.6,100,100,5.1,4.8,43.5,27.9,18.6,18.8,2.5,3.6,25,23.5,9.4,21.1,14.9,15.1,92.7,37.2,9116,15,11918,2886,2853,7138,7152,1848,1913,32.8,9.8,4.4,5.4,4.8,0.6,0,1.9,0,93.4,53.4,40,2.3,4.4,2.1,4.1,32.6,86,14,277,255,527,13.5,494,0,527,1.9,15.9,3.8,3.4,0.8,15.4,11590,2.2,2.4,0.5,2.2,0.2,2.2,1.4,0.9,0.1,1.1,0.3,0,0.2,0.2,1.4,19.9,2.9,0.6,18.7,1.1,0.1,15.2,4.2,0,1.4,2.9,0.2,1,2.8,3.5,0.1,0.1,1.6,0.1,0.3,0.4,0,0.3,0.2,0
2010,51740,37325,63.7,27,27,37.9,12.9,5.6,2.7,20.2,11.4,36.3,29.9,33.2,24.8,40.1,15.2,29.6,9.5,5.7,2.6,2.3,39.3,43.7,4.2,3.2,9.6,10.7,32.1,38,5.2,11.6,13.1,15.3,53.8,52.2,39.6,41.1,8.8,3.5,21.9,25.7,66.2,69.6,65.8,8.8,5.7,37.9,21.3,26.3,29.3,5.9,12.4,30.8,24.9,7.3,12.2,6.4,7,82.4,19.5,70240,15.3,91161,22655,22508,54990,56111,12478,12542,43,18.8,8.7,10.1,6.6,3.5,0.3,2.7,0.2,96.4,64,32.3,0.8,2.8,0.8,2.7,48.4,53.9,46.1,809,806,2686,32.9,2545,4.4,2686,0.6,43,2.6,17.8,0.6,34.9,89623,1.3,2.5,0.7,0.9,0.3,0.6,0.3,0.2,0,0.2,0.2,0,0.2,0.2,0.8,7.3,1.4,0.3,7.4,0.2,0.1,7.5,2.5,0,0.4,0.9,0,0.2,1.7,1.2,0.1,1.2,0.4,0.1,0.1,0.6,0.5,0.2,0.7,0.6
2010,51750,5667,43.9,20.9,19.4,29.9,12,3,1.1,10.9,6.3,56.1,36.5,20.8,20.6,45,13.5,19.7,2.2,19.6,2.4,2.1,64.4,27.8,1.4,1.9,4.5,6.1,63.7,21.5,1.2,6.5,7.1,7.4,0,18.3,25.7,25,25.7,0,0,0,0,100,100,1.2,1.2,10.6,4.7,82.2,81.4,3,8.1,24.7,19.4,9.6,22.3,12.8,13.9,86.7,32.1,14384,6.4,16542,2267,2201,12772,12995,1382,1346,43.6,37.8,12.7,25.1,21.9,3.2,0.6,3.6,0.6,94.4,64.8,29.7,1,4.6,0.5,4.1,78,42.5,57.5,163,78,744,62.5,692,10.8,744,2.7,17.1,2.8,21.7,0,31.6,15765,2.5,1.9,1.1,1.6,0.4,1.7,1,1,0,0.2,1.1,0.7,0.2,0.3,1,10.7,2.9,0.4,21.5,1,0.4,16.2,5.6,0.2,0.8,2.3,0.1,1.2,3.4,3.5,0.2,1.1,0.4,0.3,0.2,1.2,0.1,0.1,1.5,0.4
2010,51760,83498,48,21.3,21.7,24.7,8.5,4.4,2,18.8,11.2,52,40.7,25.4,21.2,43.6,10.7,24.9,8.8,11.9,2.7,3.3,52.6,29.5,3.5,3,11.4,10.5,48.7,25.1,4.2,10,12,13,54.4,52.8,38.8,36.2,8.6,7.2,14.6,17.4,77,49,44.7,4.4,4.4,27.2,14.8,49.1,51.2,7,12.9,24.3,18.3,5,19.6,13,13.9,81.5,34.8,168645,7.2,205220,39161,38714,141314,144000,22176,22506,41.2,23.8,11.9,11.9,8.9,3,0.8,2.8,0.6,91.8,62.4,29.3,1.1,7.1,1.1,7,75.7,27,73,2218,2232,14392,55.9,14582,5.5,14392,0.2,47.9,2.6,11.6,0.4,53.3,188805,4.3,5.2,3.1,2.2,0.5,1.4,0.5,0.9,0.2,0.5,0.9,0.3,0.2,0.2,0.6,8.9,1.6,0.3,7.6,0.2,0.3,6.6,3,0.2,0.4,1.5,0.1,0.7,2.2,2.3,0.2,1.7,0.5,0.2,0.1,0.7,0.6,0.2,0.6,0.6
2010,51770,42833,54.6,22.1,22.4,32.7,10.7,4.4,1.6,17.5,10.1,45.4,38.9,25.8,23.9,45.7,14.9,25.8,7.2,6.4,2.9,2.9,35,44.7,3.1,3,14.1,13.2,31,35.2,3.6,12.4,17.8,18.5,60,51.3,54.3,46.9,17.5,11.9,19.2,16,75.6,51.8,57.2,7.9,7.1,38.5,20.1,26.4,25.6,7.6,11.6,30.4,21.1,7.4,14.2,7.8,9,81.8,23.6,75912,10.2,95917,21078,21239,61120,61403,13072,13275,38.9,19.1,11.2,7.9,5.8,2.1,0.3,1.9,0.5,93.1,66.9,26.2,0.6,6.3,0.7,6.6,72,19.7,80.3,612,716,6014,51.6,6415,14.5,6014,0.2,56.8,2.5,15.1,0.2,48.9,89391,4.2,4,2.4,1.8,0.6,1.2,0.8,0.7,0.4,0.9,1.2,0.9,0.1,0.1,1.2,12.3,2,0.2,12,0.3,0.2,8.9,2.2,0.1,0.5,1,0.1,0.2,4.2,1.8,0.1,1.1,0.4,0.1,0.1,0.5,1,0,0.5,0.9
2010,51775,9890,63.1,26,26.3,46.2,18.4,4.1,2.2,12.7,5.8,36.9,31.1,29.6,30.2,43.6,20,25.7,5.2,5.6,2,2.1,32.3,49.9,3,3.6,11.1,10.7,27.5,43.4,3.1,11.6,14.4,13.8,27.5,22.5,40.6,46.2,8,6.9,20,16.5,70.6,66.7,74.3,6.9,3.3,30.3,15.9,43.6,42.8,4.5,8,31.3,19.4,7.7,18,11.1,12.3,88.9,30.8,19971,11.1,24407,4842,4910,15541,15530,3897,3967,38.5,17.5,3.9,13.6,9.6,4,0.2,2.5,1.5,94.7,64.4,30.3,0.7,4.6,0.6,4.9,65.2,30.1,69.9,163,155,1139,38.1,1234,19.1,1139,0,42.5,0,5.5,1.1,39.8,23408,2.8,3.1,1.9,2.5,0.8,0.6,0.2,0.2,0,0.3,0.3,0,0,0.2,1.3,15.5,2.4,0.5,17.3,0.2,0.1,13.5,3,0,0.5,1,0.1,0.2,3.4,2.8,0.1,0.3,0.5,0.3,0.2,1.2,0,0.1,1.3,0.5
2010,51790,10408,55.8,21.6,20.4,40.6,13.1,3.7,1.3,11.5,6,44.2,39,23.8,27.3,47.7,19.5,24.6,4.1,4.1,1.9,2.5,30.4,50.2,3.3,3.9,12.2,13.4,26.4,38.3,4.8,15.4,15.1,15.7,21.3,21.1,45.1,56,7,2.9,32.8,48.4,55.6,84.5,89.3,8.4,4.8,37.4,18.7,30.7,33.9,6.5,10.8,32.1,17.3,4.8,18.2,10.3,10.5,84.6,28,19378,9.4,23358,4541,4554,14317,14327,4363,4477,40.6,17.8,3.8,14,12.3,1.7,0.1,2.1,0.5,96.1,69.7,26.4,0.6,3.3,0.5,3.1,54.1,38.7,61.3,150,130,776,42.1,752,20.9,776,1.5,30.4,1.7,2,0,27.8,22557,1.3,1.7,0.4,1.9,0.7,0.5,0.2,0,0,0.3,0,0,0.2,0.3,1.9,11.8,1.8,0.3,15.6,0.4,0.1,8.7,3.7,0.1,0.3,1,0.3,0.5,6.3,3.6,0,0.2,1.6,0.6,0.1,0.7,0.1,0.1,1.2,0.2
2010,51800,30126,76,33.7,35.9,55,24.1,4.3,2.1,16.6,9.7,24,20.3,40.3,22,37,20.3,33.2,6.3,3.2,1.4,1.6,28.5,58.1,2.5,2.3,8.7,11.5,24.6,50.5,3.7,10.6,10.6,11,28.7,37.2,37.7,44.3,8.5,3.2,18,23.3,64.5,62.3,75.1,7.2,6.4,43.4,21.4,21.6,27.1,5.4,9.9,29.1,22.7,7.8,16.3,8.7,9.5,87.2,26.2,61117,17.6,82131,21843,21849,49810,50423,9514,9859,35.9,12.5,6,6.5,3.5,3,0.4,3.2,0.4,95.3,60.7,34.6,1.7,3.1,1.8,3.2,44.9,62.7,37.3,1375,1510,2522,20.3,2742,7.7,2522,1.4,35.1,8,14.2,0.4,30.4,76531,1.3,2.5,0.9,1.3,0.2,0.7,0.2,0.1,0,0.3,0.5,0.3,0.1,0.3,0.8,9.6,1.8,0.5,9.5,0.1,0.2,7.9,2.9,0.1,0.6,1.3,0.2,0.3,2,1.8,0,1.4,0.5,0.2,0.1,0.3,0.6,0.1,0.4,1
2010,51810,163944,68.7,31.9,33.2,51.7,23.2,3.9,1.9,13,8,31.3,24.1,36.4,19.4,38.5,19.9,30.1,5.6,5.9,2.1,2.2,33.6,53.6,2.4,2.1,8.4,8.5,25.1,51.6,2.8,7.6,12.9,13.5,26.2,27.5,37.8,36.7,8.1,8.9,12,13.3,62.4,70.4,69.2,6.2,4.4,39.9,21.2,28.3,31,2.2,5.3,24.6,26.2,9.7,21,10.9,11.3,93.6,32.9,315001,19.4,416506,104900,104457,260207,264297,46015,47752,33.6,18.3,9.1,9.2,3.9,5.3,1.1,4.6,0.9,88.5,38.3,50.2,2.6,8.9,2.6,8.7,41.6,60.1,39.9,11200,11451,38988,28.2,38582,5,38988,0.7,23.5,2.9,5.1,0.5,21.2,406725,3.8,4.2,1.3,2.7,0.7,4.3,1.7,0.5,0.2,1.8,0.4,0.1,0.4,0.3,1.6,10.9,2.8,0.7,13.7,0.7,0.5,12.4,6.7,0.2,0.7,2.7,0.3,0.9,2.5,2.6,0.2,4.9,0.9,0.3,0.3,0.9,0.9,0.2,0.8,1
2010,51820,8546,63.7,26.4,26.7,43.1,13.6,4.4,2.2,16.3,10.9,36.3,29.5,29.5,28.4,41.5,17.7,29,4.6,7.3,4,3.9,33,50.1,2.4,5.2,9.3,8.7,22.7,41.4,3.8,15.6,16.5,15.7,63.6,53.1,62.2,49.1,20.6,33.6,8,20.5,75.5,81.6,83.1,3.8,7.2,49,21.8,18.2,21,8.3,10.6,37.9,16.5,5,13.9,7.9,6.6,83.6,19.1,16076,11.4,20943,4944,4979,12458,12449,3478,3515,35.4,15.4,5.2,10.2,7,3.2,0,2.9,0,95.9,66.5,29.4,1.2,2.9,1.4,3.4,69.5,45.3,54.7,249,288,607,36.9,717,6.1,607,0,64.7,3,7,0,41,19462,1.4,2.3,0.8,1.2,0.4,0.6,0.1,0,0,0.2,0.1,0,0,0.1,1.4,15,2.5,0.3,16.1,0.1,0.4,12.6,2.3,0,0.5,1.3,0,0.5,4.3,2.9,0,0.3,1,0.3,0,1.8,0.4,0,0.4,0.5
2010,51830,4069,51.3,16.9,16.1,39.8,10.1,3.1,0.6,8.3,5.4,48.7,38.2,17.4,31.9,47.7,19.1,18.8,3.6,10.7,2,1.7,61.2,30.3,1.2,1.3,6.1,6.3,56.6,27.2,2.3,6.8,7,8.3,0,32.7,24.1,66.7,0,0,24.1,66.7,100,0,50,1.4,1.5,9.1,5.6,82.3,84.5,1.9,4.6,21.8,20.5,7.9,23.7,19.6,22.6,91.7,49.8,13032,7.3,14412,1476,1491,10745,11008,1813,1913,18.2,39.5,16.4,23,13.8,9.2,3.4,8.5,2.7,88.2,38.3,49.9,3.3,8.5,1.8,8.3,72.4,23.2,76.8,440,258,1145,55.8,1210,26.1,1145,0,38.9,0.9,4.9,0,28.2,13130,2.7,4.4,2.2,1.7,0.2,1.4,0.2,0.3,0.1,0.9,0.7,0.2,0.6,0.6,0.9,17.1,4.4,0.6,20.5,0.9,0.5,14.7,8.6,0.6,0.6,3.3,0.2,2.6,3.9,3.9,0.6,0.7,1.6,0.1,0.4,1.7,0.9,1.3,1.4,0.4
2010,51840,10221,54.6,24.1,24.3,36.5,14.3,3.6,2.1,14.4,7.9,45.4,36.8,28.6,24.3,41.2,15.1,28.8,6.3,8.5,2.6,3.5,35.9,43.9,1.9,2.7,15.5,11.5,31.8,40.9,1.5,11,14.8,16.3,54.5,74.8,30.1,40.5,6.3,5.3,12.8,22.8,85.8,42.6,46.2,6.1,7.4,36.8,20.7,28.9,34,10,10.4,27.8,16.4,5.8,16.8,12.9,12,83.8,28.6,20491,8,26311,5854,5980,16709,16773,3509,3558,35.3,23.5,6.7,16.7,12.6,4.1,4.2,2.8,0.2,84.1,50.1,34,0.9,15,2.4,11.6,82.9,25.3,74.7,235,645,3885,59.6,3073,3,3885,0,75.9,1.4,2.7,0,69,24195,13.1,11.3,8.3,6.3,4.1,1.3,0.5,0.7,0.1,0.5,0.3,0,0.1,0,1.6,11.6,1.8,0.3,19,0.3,0.3,10.3,4.3,0,0.7,2,0,0.3,3.7,2.5,0.2,0.4,0.4,0.3,0,0.8,3.6,0,0.9,1.2
2010,54001,6219,68.3,22.6,22.1,53.1,14.5,5.5,2.1,9.6,5.5,31.7,29,24.5,32.2,39,20.9,30.9,5.6,3.6,1.7,2,32.9,53.2,1.3,2.5,10.2,12.1,24.1,50.5,1.6,14,9.8,11.5,27.1,32.8,38.8,35.9,0,9.3,15.4,14.1,72.7,64.8,84.5,6.6,4.8,39.3,24.1,25.2,28.3,9.5,10.1,48.9,13.6,4.6,8.4,4.9,4.5,78.3,11.5,13077,10,16503,3613,3578,10032,10158,2677,2767,48,9.9,5.8,4.1,2.5,1.6,0,2.2,0,99.4,79.1,20.3,0.3,0.3,0.1,0.4,48.1,36.1,63.9,41,17,52,32.7,72,11.1,52,0,0,25,2.8,0,0,15326,0.3,0.4,0.1,0.5,0.1,0.1,0,0.1,0.1,0.1,0,0,0,0,3.6,11,1.4,0,23.4,0.1,0.6,13.6,4,0.1,0.2,2.9,0,0.2,4,2.8,0,0.1,0.7,0.1,0,0.3,0.1,0,0.9,0.1
2010,54003,38730,68.4,30.9,29.9,52.2,20.6,5.2,3.2,10.9,6.1,31.6,25.9,34.3,20.8,39,20.4,29.3,5.7,5.7,2.8,2.8,28,54.4,2.1,2.6,12.8,11.7,23,53.1,2.1,9,12.9,13.3,41.7,33.2,50.3,46.1,5.1,11.2,24.7,22.1,63,77.1,84.8,5.5,5.4,47.3,21.6,20.1,22.8,4.4,10.7,39.5,19.7,6,12.3,7.5,7.3,86,19.8,79329,13.4,104999,26062,26191,65616,66449,11801,12359,35.7,13.8,8.2,5.6,1.6,4,0.3,4,0.1,96.1,41.8,54.2,0.6,3.3,0.9,3.4,54.6,43.4,56.6,594,901,3372,29.2,3628,2.4,3372,0.8,55,4.5,4.5,0.4,44.6,93809,1.6,2.7,1.1,0.9,0.1,0.5,0.3,0.2,0,0.4,0.3,0,0.2,0.2,1.8,12.3,2.2,0.3,27,0.3,0.4,14.8,5.1,0.2,0.4,2,0.3,0.5,2.5,2.2,0.2,0.3,0.6,0.1,0.1,0.9,0.6,0.2,1,0.3
2010,54005,10023,71.6,28.1,27,56.8,21.3,4.9,1.6,9.9,4.2,28.4,25.5,33.3,26.4,40.4,23,26,7.4,3.2,1.8,2.1,22.2,60.3,0.7,3.3,13.6,14,16,57.6,1.7,12.1,12.6,12.5,53,38.4,66.9,63.4,4.3,14.3,33.9,33.2,54.5,80,67.7,4.7,7.8,50.6,25.3,11.5,12.2,10.6,17.9,44.9,14.4,4.1,4.9,3.3,3.4,75.5,8.5,18927,9.4,24400,5583,5559,15470,15312,3457,3529,62.5,9.7,5.9,3.8,3.1,0.7,0.1,1.5,0.1,99.8,87.2,12.6,0.1,0.1,0.2,0.1,38.5,23.5,76.5,28,57,26,38.5,34,0,26,0,0,0,35.3,0,41.2,23327,0.1,0.3,0.1,0.1,0,0,0,0.1,0,0,0.1,0,0.1,0.1,3.8,8.3,1.7,0.1,15.4,0.3,0.9,12.9,1.3,0,0,0.6,0,0.3,2.6,0.6,0.1,0.1,0.1,0.1,0,0.5,0.1,0.2,0.4,0.1
2010,54007,6028,64.8,16.7,21,53.1,14.6,3.5,1.5,8.2,4.9,35.2,28.9,25.5,33,43.5,23.6,25,3.9,3.9,2.4,2.3,25,55.2,1,3,15.9,14.4,17.2,56.5,0.9,13.5,11.8,12.5,11.7,22.3,45.3,62.3,4.1,11.6,13.4,25,66.2,87.6,95.4,9,5.8,48.6,24.5,12.2,12.5,12.4,13.7,46.3,12,6.1,6.4,3.1,3.3,77.8,11.2,11609,11.3,13967,2953,2914,8388,8474,2522,2579,38.2,13.8,6.8,7,4.5,2.4,0,1.7,0,99.2,82,17.1,0.4,0.5,0.1,0.4,55.1,37,63,53,16,69,40.6,54,9.3,69,0,15.9,14.5,0,0,24.1,13789,0.4,0.4,0.1,0.3,0.2,0.1,0.1,0.1,0,0.1,0,0,0.4,0.3,3.4,11.7,1.4,0.1,19.7,0.7,0,15,2.7,0,0.7,0.8,0,0.1,3.7,1.6,0.2,0.1,0.8,0.1,0,0.4,0,0,0.5,0
2010,54009,9824,67,23.7,24.5,50.7,14.7,5.1,2.5,11.2,7.4,33,29.7,26.4,33.6,41.6,21,29.2,4.1,4.1,2.8,3,31.7,51.5,1.1,4.3,11.4,13.6,21.1,48.9,2.3,16.4,11.2,11.5,51.7,28.1,24.7,20.1,4.2,9,2.4,3.8,63.4,58.5,92.2,6,6,40,23.2,24.8,30.2,4.1,7.9,46.1,18.4,7.9,9.9,5.7,6.1,89.5,17,19518,10.5,23735,4417,4402,14898,14811,4487,4522,42,7.3,4.3,2.9,1.7,1.3,0.3,3.4,0.3,98,59.6,38.4,1.2,0.8,0.5,1.1,14.4,55.5,44.5,287,118,202,21.3,263,13.3,202,7.4,18.3,8.9,8.7,2.7,14.4,23065,0.5,0.6,0.1,1.8,0.4,0,0,0,0,0,0.1,0,0.6,0,3,11.5,1.7,0.2,21.5,1.2,1.4,17.5,16.4,0.1,0.1,5.7,0,0.6,5.9,2.8,1.8,0,0.4,0.3,0.2,1.9,0,0.4,1.1,0.1
2010,54011,40564,60.9,23.6,24,45.2,15.2,3.4,1.8,12.3,7,39.1,32.2,26.6,27.2,43.4,19.6,25.9,5.3,5.8,2.6,2.8,33.2,50.5,1.4,3.2,11.6,14.4,25.6,45.3,2,12.6,14.5,15.5,32.8,28.7,56.5,57,12.2,11.8,24.4,17.8,58.2,70.2,71.4,4.9,4.7,32.3,17.2,40.9,41.3,4.8,9.5,35,20.7,6.9,13.3,9.7,11.5,86.3,25.8,77544,10.2,95145,18591,18784,61309,61322,14882,15039,45,18.2,11,7.2,3.3,3.9,0.3,4.3,0.3,98,75.9,22.1,0.3,1.7,0.5,2.1,63.6,42.9,57.1,333,485,1577,49.3,2014,14.8,1577,0,5.8,4.4,9.8,0,16.4,90156,0.6,0.6,0.1,0.8,0.2,0.6,0.3,0.5,0,0.3,0.5,0.1,0.1,0.1,1.4,16.5,1.4,0.1,15.9,0.3,0.4,17.2,3.2,0,0.3,0.9,0,0.3,3.3,2.9,0.1,0.4,0.4,0.2,0,0.9,0,0.1,1.1,0.1
2010,54013,3030,68.1,22.9,22.5,50.7,15.3,7.9,4,9.5,3.2,31.9,28.9,25.9,33.2,40,20.4,28.7,7.6,3.4,2.3,1.9,23.3,53.9,1.5,6.5,14.8,11.7,17.8,51.9,3.2,13,14,12.4,55.4,77.7,47.3,43.8,13.3,8.8,16.4,21.4,63.6,79.4,88.1,6.6,5.3,48.8,21.8,17.6,20.9,13.2,15.2,44.3,14.6,4.8,5.4,2.7,3,76.6,10.2,6083,10.4,7581,1527,1520,4677,4648,1385,1413,47.3,14.6,7.5,7.1,5.1,2.1,0,3.1,0,99.6,74.7,24.9,0.3,0,0.2,0.3,0,100,0,26,16,1,0,23,0,1,0,0,0,0,0,0,7169,0.2,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.3,5.7,7.3,0.7,0,22.4,0,0,21.3,3,0.2,0.4,1.2,0,0.8,1.9,2.4,0,0.2,0.2,0,0,0.6,0.1,0,0.4,0
2010,54015,3530,68.8,25.7,27.5,54.7,21.8,4.9,1.5,9.2,4.2,31.2,29.5,31,27.3,38.1,20.7,30,7.7,3.5,1.2,1.5,26.5,56,1.5,4,12,10.2,20.4,48.9,2.8,16,11.9,12.4,55.1,31.8,32.5,69.1,0,0,25.1,22.8,46.8,74.2,100,7.5,2.4,53.8,26.7,9.5,16.5,12.9,14.1,46.5,12.1,6.1,4.1,4.2,4.1,72.7,8.1,7183,9.6,9287,2261,2164,5657,5628,1449,1495,51,9.5,4.9,4.6,4.5,0.2,0,0.3,0,100,87.7,12.3,0,0,0,0.4,-88.58630952,0,100,0,0,0,0,39,0,0,129.8660714,686.0705357,0,0,0,5.1,8998,0,0.1,0,0.8,0,0,0,0,0,0,0,0,0,0,5,14.7,1.5,0,13.2,0,0.2,17.6,1.1,0,0,0.7,0,0.4,2.8,3.3,0.1,0,0,0.5,0,0.8,0,0,0.5,0.3
2010,54017,2860,69.9,21.4,25.3,51.8,15.4,6.2,4.4,11.9,5.5,30.1,25.2,29.7,32,35.6,19,32.9,8.7,3.8,1.8,1.9,33.2,47.7,0.6,3.9,14.6,17.3,19.3,46.9,2.3,14.3,17.3,13.3,60.6,65.2,60.8,61.3,0,34.2,15.2,12.9,91.7,18.8,38.6,3.1,6.2,45.5,33.8,11.5,13,7.5,18.6,46,16.4,3.6,6.4,1.6,3.9,80.6,12.4,6501,12.2,7738,1640,1581,4805,4831,1300,1326,32.7,8.4,3.7,4.7,2.8,1.9,0,1.3,0,99.5,71.8,27.7,0.3,0.2,0.9,0.6,30,44.2,55.8,23,75,20,15,52,0,20,15,0,0,0,0,0,7633,0,0.7,0,0.2,0,0,0,0,0,0,0,0,0.5,0,3.6,11.7,2.5,6.1,24.3,0,0.2,16.8,2.6,0,0.9,1.8,0,1.1,2,0.5,0.2,0,0,0.7,0,1.1,0,0,0.9,0
2010,54019,18140,68,22.9,23.7,50.8,16,5,2.2,12.2,5.4,32,28,28.2,32.1,41.2,20.9,27.1,5.9,4.9,1.5,1.9,28.6,51.7,2,3.6,14.1,15.3,21.8,49.3,1.8,15.4,11.7,14.2,46.3,50.4,44.3,57.6,4,3.6,25.6,26.7,58.4,56.8,64.2,5.4,5,41.9,24.9,22.7,19.8,9.9,13.5,45.2,16.5,4.3,7.1,3.5,4,78.9,11.6,36389,10.8,44425,9518,9453,27442,27302,7541,7670,52.6,12.5,7.6,4.9,2.4,2.5,0.1,1.4,0.1,99,82.6,16.4,0.2,0.8,0.2,0.6,39.6,53.2,46.8,102,114,351,51,269,0,351,0,27.1,15.4,2.2,0,23,43513,0.4,0.6,0.3,0.6,0.1,0,0,0.1,0,0,0.1,0,0.3,0.1,3,10.8,1.1,0.1,16.9,0.2,1.5,15.5,4.3,0.1,0,1.2,0,0.3,2.3,2.1,0.1,0.1,0.3,0.1,0,1.2,0.1,0,0.6,0.1
2010,54021,2460,63,21.4,22.6,47,16.1,3.6,0.8,12.4,5.7,37,29.8,25.5,28.5,42.2,19.8,28.6,4.3,5.1,2.6,2.5,45.8,31.3,4.6,4,14.3,10.6,28.1,45.7,3.5,12.4,10.4,9.9,41.2,62.3,13,27.8,0,0,13,5.6,100,0,80,3.6,2.1,27.4,15.5,51.5,55,11.3,13.8,40.7,16.4,5.5,7.9,4.3,6.5,76.7,16.6,7429,10,6999,1264,1249,4454,4544,1177,1206,48.3,23.2,7.8,15.5,5.8,9.7,0.4,8.6,0.8,95.4,63.4,32.1,1,3.5,0.8,3.5,86.4,6,94,87,66,295,20.3,300,8.7,295,0,77.6,1.7,5.3,0,79,8039,3.2,5.3,3,1.3,0,0.3,0.2,0.6,0,0.2,0.3,0,0.1,0,2.5,6.1,1,0.2,23.1,0.1,0,14.9,2.5,0,0.2,0.5,0,0.2,1.6,1.4,0,1.6,0.7,0,0.2,0.3,1.3,0,0.2,0.8
